ray_x                  ray_y                    Time                     abs_prob
0.21                     -0.025                   6.000000000000001E-9     0.7161310532459679
0.21                     -0.015                   6.000000000000001E-9     0.7166682883678808
0.21                     -0.005                   6.000000000000001E-9     0.7237958046884346
0.21                     0.005                    6.000000000000001E-9     0.7128761206816693
0.21                     0.015                    6.000000000000001E-9     0.7213617098364364
0.21                     0.025                    6.000000000000001E-9     0.7204875591827662
0.21                     0.035                    6.000000000000001E-9     0.7173510380770153
0.21                     0.045                    6.000000000000001E-9     0.7152772556825414
0.21                     0.055                    6.000000000000001E-9     0.7135433003156261
0.21                     0.065                    5.5000000000000004E-9    0.7078673070311884
0.21                     0.075                    6.000000000000001E-9     0.7098518247770349
0.21                     0.085                    6.000000000000001E-9     0.6977519206075675
0.21                     0.095                    6.000000000000001E-9     0.6789692327660913
0.21                     0.105                    4.500000000000001E-9     0.6454812157458171
0.21                     0.115                    4.500000000000001E-9     0.6254946872733856
0.21                     0.125                    5.5000000000000004E-9    0.586498023282941
0.21                     0.135                    4.500000000000001E-9     0.4388393418263496
0.22                     -0.115                   4.0E-9                   0.5019360874517406
0.22                     -0.105                   4.500000000000001E-9     0.5877730093728235
0.22                     -0.095                   4.500000000000001E-9     0.6168086048377096
0.22                     -0.085                   4.500000000000001E-9     0.633629939009122
0.22                     -0.075                   5.0E-9                   0.6542458941492219
0.22                     -0.065                   6.000000000000001E-9     0.680009789800853
0.22                     -0.055                   6.000000000000001E-9     0.6861639618747457
0.22                     -0.045                   6.000000000000001E-9     0.6940121163205278
0.22                     -0.035                   6.000000000000001E-9     0.7001704373094501
0.22                     -0.025                   6.000000000000001E-9     0.6991452058274426
0.22                     -0.015                   6.000000000000001E-9     0.7019117887902979
0.22                     -0.005                   6.000000000000001E-9     0.7033706535754525
0.22                     0.005                    6.000000000000001E-9     0.6970194423077339
0.22                     0.015                    6.000000000000001E-9     0.7005453607785735
0.22                     0.025                    6.000000000000001E-9     0.6961531900299678
0.22                     0.035                    6.000000000000001E-9     0.6985792527347892
0.22                     0.045                    6.000000000000001E-9     0.6946250421552513
0.22                     0.055                    6.000000000000001E-9     0.691204607251751
0.22                     0.065                    6.000000000000001E-9     0.682848517314608
0.22                     0.075                    6.000000000000001E-9     0.6529953034263943
0.22                     0.085                    4.500000000000001E-9     0.636861203503842
0.22                     0.095                    4.500000000000001E-9     0.6179919296276343
0.22                     0.105                    4.500000000000001E-9     0.5920811159748508
0.22                     0.115                    4.500000000000001E-9     0.5065900617676775
0.23                     -0.095                   4.500000000000001E-9     0.47796350534712917
0.23                     -0.085                   5.0E-9                   0.5714524523060724
0.23                     -0.075                   5.0E-9                   0.6039556170775509
0.23                     -0.065                   5.0E-9                   0.6241732994695487
0.23                     -0.055                   5.5000000000000004E-9    0.6322674758529812
0.23                     -0.045                   5.5000000000000004E-9    0.6391805618326186
0.23                     -0.035                   6.000000000000001E-9     0.6511505212924993
0.23                     -0.025                   6.000000000000001E-9     0.659386880296599
0.23                     -0.015                   6.000000000000001E-9     0.667262656958705
0.23                     -0.005                   5.5000000000000004E-9    0.6732322790343621
0.23                     0.005                    6.000000000000001E-9     0.6697457279120975
0.23                     0.015                    6.000000000000001E-9     0.6668490476066888
0.23                     0.025                    6.000000000000001E-9     0.6632732921043939
0.23                     0.035                    5.5000000000000004E-9    0.653275528718836
0.23                     0.045                    5.0E-9                   0.6417050717537002
0.23                     0.055                    4.500000000000001E-9     0.6282774980672139
0.23                     0.065                    5.0E-9                   0.6185215280553873
0.23                     0.075                    4.500000000000001E-9     0.6055528159011603
0.23                     0.085                    5.5000000000000004E-9    0.5758881953220498
0.23                     0.095                    4.500000000000001E-9     0.48318447858710484
0.24                     -0.065                   4.500000000000001E-9     0.48918274005048507
0.24                     -0.055                   5.0E-9                   0.5565346546375146
0.24                     -0.045                   5.5000000000000004E-9    0.5831228538455402
0.24                     -0.035                   4.500000000000001E-9     0.5953324661214027
0.24                     -0.025                   4.500000000000001E-9     0.600814539435941
0.24                     -0.015                   5.5000000000000004E-9    0.6096907704724888
0.24                     -0.005                   4.500000000000001E-9     0.6147739442570689
0.24                     0.005                    5.5000000000000004E-9    0.6127749048646118
0.24                     0.015                    5.0E-9                   0.6063814823871745
0.24                     0.025                    4.500000000000001E-9     0.6051882854056677
0.24                     0.035                    5.5000000000000004E-9    0.5988369422858628
0.24                     0.045                    4.500000000000001E-9     0.5850059048535262
0.24                     0.055                    6.000000000000001E-9     0.5565314382179909
0.24                     0.065                    4.0E-9                   0.4950973021904423
